CellLines,Drug1,Drug2,Num_of_nodes,Num_of_edges,Avg_node_degree,Graph_density,Graph_diameter
22RV1,CIDs15951529,CIDs54751698,1354,2929,4.326440177252585,0.0031976645803788507,6
